1.738937758012182951e+09,1.203020029489846099e+00,-3.936575274427167148e+00,-5.767913834267911904e-02,-9.611381470811339311e-02,-1.333300919101088056e-01,-3.990176011275194980e-04,1.710148029075358733e-01,2.815735080994815828e-02,6.447928887143687844e-03
1.738937759012171745e+09,9.588183597882422582e-01,-4.155302828192083631e+00,-5.774861725482047237e-02,-2.303127212103318056e-01,-2.306930319825677422e-01,-2.252427800168910123e-04,3.180957058983001629e-01,8.968690146274008179e-03,1.341517873872219435e-02
1.738937760012188435e+09,6.691172561728113699e-01,-4.427024820068737654e+00,-5.777269053977223540e-02,-3.297418101001178270e-01,-3.092760280444060150e-01,-6.302755332590620355e-05,4.411934435680781030e-01,4.649176234726420248e-03,1.906491731365518583e-02
1.738937761012215853e+09,3.340233551524607880e-01,-4.750193908209082494e+00,-5.778911789140304262e-02,-3.985909504534572712e-01,-3.703769969275390039e-01,8.010146778015842395e-05,5.391132658998658567e-01,8.519032265011543259e-03,2.328904019643171161e-02
1.738937762012761593e+09,-2.828753489505550500e-02,-5.108855077815620760e+00,-5.792331767440417334e-02,-4.410500113463359240e-01,-4.152938554638819224e-01,1.966176721360265826e-04,6.106604228766600029e-01,1.389848142683552598e-02,2.597944297154082885e-02
1.738937763012997627e+09,-5.007609937309385195e-01,-5.554858773435259245e+00,-5.777835872356303776e-02,-4.613088618547405151e-01,-4.453245204853508166e-01,2.789944485764224457e-04,6.546401644814576759e-01,1.410774690990466811e-02,2.702802122347164326e-02
1.738937764012790442e+09,-9.708814293687278996e-01,-6.000322034619530953e+00,-5.757690163285207607e-02,-5.117819257670201960e-01,-4.554843918032331906e-01,2.745029454861400457e-04,6.561151289269189224e-01,-1.701188403469908184e-02,2.473397957925985852e-02
1.738937765012906075e+09,-1.411408659360769091e+00,-6.535850393973476891e+00,-5.706476912841252497e-02,-4.933847348962576707e-01,-4.602587579213247571e-01,2.160957654224869454e-04,6.197418828584699835e-01,-5.946067092804569604e-02,2.043947110321091970e-02
1.738937766012852192e+09,-1.837279575927291297e+00,-6.991177279281653334e+00,-5.646746301960704761e-02,-4.066997172451232712e-01,-4.569509045780229539e-01,2.138330555957742652e-04,5.727261830697761846e-01,-1.107536339051550522e-01,1.734385481168368784e-02
1.738937767013259649e+09,-2.102769756419289759e+00,-7.417094111416938418e+00,-5.637330422019190546e-02,-2.669968256588746147e-01,-4.308978210452890645e-01,1.329038671017631376e-04,5.327143308708232050e-01,-1.681107675320870076e-01,1.615122057778198630e-02
1.738937768012988329e+09,-2.197102729116668929e+00,-7.852241508182860485e+00,-5.670154837740168374e-02,-1.386260698458885998e-01,-4.366021663255035823e-01,1.509129660139471466e-04,5.120505035058411369e-01,-2.597458488370443241e-01,1.622157494880514805e-02
1.738937769012946129e+09,-2.049030744850480534e+00,-8.255400110862677110e+00,-5.733025010490515327e-02,-7.041644155335690172e-03,-4.713595237014192030e-01,2.518387376116635310e-04,5.043926572056232072e-01,-2.745532211109491527e-01,1.573680202105615100e-02
1.738937770013041973e+09,-1.775520691507344706e+00,-8.703084160495421884e+00,-5.691294225072559415e-02,1.654897721174757586e-01,-5.038233735040386074e-01,2.882143229795902455e-04,4.959163878456247510e-01,-2.158027118902982322e-01,1.489671355542186715e-02
1.738937771012948275e+09,-1.416747491208747212e+00,-9.341710372735308354e+00,-5.645937124773137833e-02,2.369253202651569468e-01,-5.471854092077786946e-01,4.801009860502013574e-04,5.245650887185577815e-01,-8.902188107744438139e-02,1.142379671151337421e-02
1.738937772013640404e+09,-1.102008411816956190e+00,-1.001753247972335004e+01,-5.486245585911340289e-02,1.921703484434108267e-01,-6.417637081223213080e-01,5.115444734251726067e-04,5.154677911652769673e-01,7.863279006423770645e-02,7.340716226655979310e-03
1.738937773012966871e+09,-1.104413602212557244e+00,-1.079920875430009630e+01,-5.338873222224789494e-02,4.247920110846838126e-02,-6.777833309704652809e-01,4.214218262475319301e-04,5.069211547049967681e-01,2.281332455273666349e-01,2.827160084810735586e-04
1.738937774012934923e+09,-1.603778510011859781e+00,-1.151388214293686296e+01,-5.385075256961834034e-02,-1.884876175510440399e-01,-6.422324574647517714e-01,1.638862525500626999e-04,4.610480997775227019e-01,3.706914628551007951e-01,-7.284862367541879331e-03
1.738937775013131618e+09,-2.227518277661554524e+00,-1.203426652020030119e+01,-5.379446114508429355e-02,-3.430476849496914560e-01,-5.251341381916077022e-01,-1.470532294086746364e-04,4.079729641305481769e-01,5.012600716225279474e-01,-1.431586603080201893e-02
1.738937776014366388e+09,-3.054449008963457945e+00,-1.217970993424749082e+01,-5.540671465123764294e-02,-4.724887740839969763e-01,-3.150914983751710863e-01,-3.520805932260272241e-04,3.801651534226343498e-01,5.868705455717634356e-01,-2.043984025487823389e-02
1.738937777013072014e+09,-3.757486505988230974e+00,-1.211304866982065853e+01,-5.576045542235810032e-02,-6.188580679619700708e-01,-2.889281533161233706e-02,-7.025033558807072202e-04,3.929597063988886640e-01,6.095523378714766682e-01,-2.025440042815658537e-02
1.738937778013083220e+09,-4.016593588094434786e+00,-1.215863842271268602e+01,-5.714289314354726451e-02,-6.797056161350836234e-01,2.540221687116829274e-01,-8.093202391331982522e-04,4.331910606327333824e-01,5.491171438126878357e-01,-1.614978007034740745e-02
1.738937779013335228e+09,-4.537828639563318056e+00,-1.175684963624489399e+01,-5.761133431045774300e-02,-5.874066622466198595e-01,5.107289738231897136e-01,-7.538308327155569203e-04,4.913987616518624701e-01,5.376010275028466623e-01,-8.459513644892890927e-03
1.738937780013181210e+09,-5.044756047201659932e+00,-1.099572879453981145e+01,-5.805726115641653140e-02,-3.548970525309676494e-01,7.132903047449150602e-01,-6.060551445607114751e-04,5.520486504083419455e-01,5.808042003669837694e-01,2.393959677546777555e-03
1.738937781012973309e+09,-5.271593548371899196e+00,-1.011829676208162354e+01,-5.831923617852477482e-02,-1.526398257273913761e-01,8.043024585979434704e-01,-1.896928659063031616e-04,6.337032179275454702e-01,5.576698628230991606e-01,1.165066761276179787e-02
1.738937782013221741e+09,-5.221810454390600320e+00,-9.020025345198360966e+00,-5.840734899240067335e-02,-2.443939473607294882e-02,7.702754292851790030e-01,1.294745089932510581e-04,6.800383869218535882e-01,4.628205122557991213e-01,1.828027943402625588e-02
1.738937783013005495e+09,-4.832533181835374947e+00,-8.208419930608778614e+00,-5.800419352445446153e-02,1.563771387580921712e-01,7.101818760556753984e-01,3.558255045041688446e-04,6.895361908399395556e-01,3.223799027006769569e-01,2.213021458901220234e-02
